disease	feature	k	estimate	se	p	I2	padj
IBS-D	g__.Eubacterium._brachy_group	2	-0.32855070221917976	0.4312696462457923	0.4461662512025993	58.423847717868036	0.8853470810276864
IBS-D	g__Actinobacillus	2	-0.2528291988822301	0.34062711068591217	0.4579381453591482	0	0.8853470810276864
IBS-D	g__F0058	2	-0.585892109751068	0.7523416956731147	0.43612228641416834	69.99333855814179	0.8853470810276864
IBS-D	g__Alloprevotella	2	0.46735924009505025	0.6826524678921922	0.4935821642948151	71.3215322924102	0.9013020799768208
IBS-D	g__Megasphaera	2	0.8266174223039852	1.2177784747206342	0.4972701130906597	62.32164926613257	0.9013020799768208
GERD	Unclassified_NA.4	2	0.38844806195568166	0.2162392757814349	0.07243399092235757	0	0.9025076266173271
GERD	Unclassified_f__Enterobacteriaceae	2	-0.8923910947163941	0.49784540096217145	0.07305187614962437	0	0.9025076266173271
GERD	Unclassified_f__Micrococcaceae	2	0.4600161221841269	0.2525660232045001	0.06855066565386041	0	0.9025076266173271
GERD	Unclassified_f__Saccharimonadaceae	3	-0.43561383986263347	0.2896175035999181	0.13255548458141975	12.480900782674222	0.9025076266173271
GERD	g__.Eubacterium._nodatum_group	4	-0.33236511567212856	0.22871919326739543	0.14617990229056707	0	0.9025076266173271
GERD	g__Bergeyella	4	-0.6257202899764002	0.38699745247886774	0.10590873372865163	46.872225506216616	0.9025076266173271
GERD	g__Bulleidia	3	-0.2995870164957042	0.17458876925562722	0.08616970764300916	0	0.9025076266173271
GERD	g__Eggerthia	3	-0.16611589273546157	0.10771564954154654	0.12303217656203036	0	0.9025076266173271
GERD	g__F0332	3	-0.4113892624125208	0.2729702413715858	0.13178895919289624	0	0.9025076266173271
GERD	g__Fretibacterium	4	-0.43925778473398835	0.26455351654947895	0.09683923405509076	0	0.9025076266173271
GERD	g__Lentimicrobium	4	-0.3951144786942898	0.22498933988556058	0.07906321726354168	0	0.9025076266173271
GERD	g__Porphyromonas	4	-0.4348871160023715	0.30541858940346006	0.15447391788456147	25.145851621398208	0.9025076266173271
GERD	g__Prevotella	4	0.2623849470014853	0.16103299361331466	0.10323127587867792	14.946041427929178	0.9025076266173271
GERD	g__Saccharimonadales	4	-0.36044060372132525	0.2437051893300898	0.13913962533027	0	0.9025076266173271
GERD	g__Selenomonas	4	0.4422428084073561	0.26825285798502074	0.09922873239513594	0	0.9025076266173271
GERD	g__Stomatobaculum	4	0.5077180621999027	0.3607119601414317	0.1592660517559989	69.53670454849474	0.9025076266173271
GERD	g__Veillonella	4	0.37513299037177517	0.24471811359360002	0.12529586980162566	41.07865283107327	0.9025076266173271
